iter	RMSE
328	0.006513581976
329	0.006502943406
330	0.006498297498
331	0.006486293151
332	0.006480102211
333	0.006471753691
334	0.006460655909
335	0.006453901375
336	0.006447605967
337	0.006440488539
338	0.006430950275
339	0.006425789186
340	0.006418065238
341	0.006407443521
342	0.006397461778
343	0.006390613809
344	0.006386200115
345	0.006374415778
346	0.006365866713
347	0.006360186511
348	0.006354443093
349	0.006344494457
350	0.006340052951
351	0.006331248931
352	0.006325391001
353	0.006318203726
354	0.006310476384
355	0.006304031696
356	0.006298529903
357	0.006291876673
358	0.006279850712
359	0.00627560195
360	0.00626517765
361	0.006259166808
362	0.006248969369
363	0.006242445664
364	0.006234036693
365	0.006226020275
366	0.006216423158
367	0.006209534593
368	0.006203372199
369	0.006193059516
370	0.006182471345
371	0.006176055196
372	0.00617092575
373	0.006165904518
374	0.006158001077
375	0.006149136405
376	0.006143171466
377	0.006137505414
378	0.006129693423
379	0.006123497327
380	0.006117175225
381	0.006112069406
382	0.006105335768
383	0.006099949383
384	0.006094537663
385	0.006088134358
386	0.006083898778
387	0.006076670907
388	0.00607375312
389	0.006068453073
390	0.006061371615
391	0.006057186373
392	0.006049833003
393	0.006042474126
394	0.006033744604
395	0.006027850624
396	0.006023696969
397	0.006017922595
398	0.006011270166
399	0.006002420001
400	0.00599203547
401	0.005981846964
402	0.005974660576
403	0.005965758538
404	0.005960396996
405	0.005956491149
406	0.005948829363
407	0.005944374876
408	0.005938566951
409	0.005931680793
410	0.005924429864
411	0.005916151444
412	0.005909262268
413	0.005903641849
414	0.005897554508
415	0.005892001326
416	0.005886730797
417	0.005880716287
418	0.005875944589
419	0.005871924288
420	0.005864047498
421	0.005857070327
422	0.005849841168
423	0.005844948348
424	0.005839143703
425	0.005836121207
426	0.005826310768
427	0.005820488205
428	0.005811333767
429	0.005807760647
430	0.005801026131
431	0.005797144623
432	0.005789804762
433	0.005783119181
434	0.005775409402
435	0.005767967903
436	0.005762918074
437	0.005759514752
438	0.005751512124
439	0.005747057375
440	0.005742597504
441	0.005737983193
442	0.005734828342
443	0.005730931268
444	0.005724868339
445	0.005718092808
446	0.005711995128
447	0.005706293075
448	0.005700470858
449	0.005693627777
450	0.00568739725
451	0.005684258134
452	0.005680854253
453	0.005675964711
454	0.00567069676
455	0.005667089314
456	0.005658575861
457	0.005654754365
458	0.00564890237
459	0.0056457884
460	0.005640053084
461	0.005634948
462	0.005629761711
463	0.005625761627
464	0.00562096383
465	0.005615717942
466	0.005609586156
467	0.005606223206
468	0.005601219152
469	0.005593539373
470	0.005590278323
471	0.005585780935
472	0.00558111682
473	0.005575355372
474	0.005567353193
475	0.005563685595
476	0.005558396484
477	0.005553080919
478	0.005544828969
479	0.005541442887
480	0.005533369801
481	0.005529137928
482	0.005521262216
483	0.005513839903
484	0.005506573764
485	0.005500921518
486	0.005497974024
487	0.005495213861
488	0.005489538826
489	0.005486467978
490	0.005480634298
491	0.005474471564
492	0.005469520865
493	0.00546225941
494	0.005459121834
495	0.005454481989
496	0.005450358482
497	0.005445236475
498	0.005441994266
499	0.005436473963
500	0.005432318172
501	0.005427657135
502	0.005421293704
503	0.005415680306
504	0.005410435496
505	0.005407089928
506	0.005404224978
507	0.005399171803
508	0.00539539196
509	0.005390403321
510	0.005383715523
511	0.005376867394
512	0.005369881327
513	0.005366685667
514	0.005362868381
515	0.005359304638
516	0.005354095353
517	0.005347537156
518	0.005343720319
519	0.005339109957
520	0.005334030305
521	0.005326759302
522	0.005323790222
523	0.005314295086
524	0.005311170584
525	0.005306417174
526	0.00530156014
527	0.005297328941
528	0.00529271814
529	0.005290927815
530	0.005286338517
531	0.005283128692
532	0.005277891257
533	0.005275331322
534	0.00527215816
535	0.005266213666
536	0.005260675686
537	0.005256749896
538	0.005253159258
539	0.005251075187
540	0.005244932439
541	0.005240592996
542	0.005236861996
543	0.005233127956
544	0.005227752366
545	0.005223269471
546	0.005219183966
547	0.00521284602
548	0.005210124793
549	0.005204786437
550	0.005200320027
551	0.005194400164
552	0.005192803359
553	0.005190151628
554	0.005185785007
555	0.005182946147
556	0.005175861164
557	0.005168240949
558	0.005164751012
559	0.005160555264
560	0.005156506455
561	0.00515380684
562	0.005147055899
563	0.005143526613
564	0.005139024991
565	0.005133230456
566	0.005126308879
567	0.005122108077
568	0.005116484817
569	0.00511248445
570	0.005109191083
571	0.005104599596
572	0.00509701276
573	0.005093585764
574	0.00508852725
575	0.005084680141
576	0.005079619912
577	0.005077160368
578	0.005073653251
579	0.005069770254
580	0.005065931737
581	0.005059391269
582	0.005054145836
583	0.005050506143
584	0.005045840451
585	0.005040978738
586	0.005036902898
587	0.005033314628
588	0.005024739042
589	0.005022007355
590	0.005018531742
591	0.005015714944
592	0.005011012609
593	0.005004976174
594	0.005000530104
595	0.004998023091
596	0.004993438733
597	0.004990385914
598	0.004987197236
599	0.004980997102
600	0.004977859661
601	0.004975209334
602	0.004968434794
603	0.004966520291
604	0.004964642832
605	0.004962108522
606	0.00495884618
607	0.004954980934
608	0.004951917782
609	0.004949272603
610	0.004945293103
611	0.004941766906
612	0.004938651648
613	0.004936042811
614	0.004932008034
615	0.004928894326
616	0.004925896286
617	0.004920084436
618	0.004916529279
619	0.004910560242
620	0.004906774743
621	0.004903347891
622	0.004897967253
623	0.004892779786
624	0.004889887629
625	0.004885113336
626	0.004882043351
627	0.00487719096
628	0.004875546226
629	0.004871879544
630	0.004868616031
631	0.004864957531
632	0.004862868212
633	0.00485915954
634	0.004853027087
635	0.004849144727
636	0.004845805833
637	0.004842728599
638	0.004839886476
639	0.004834365485
640	0.004830080285
641	0.00482699794
642	0.004824756742
643	0.004821513524
644	0.004819466424
645	0.00481609953
646	0.004813867581
647	0.004809615464
648	0.004807402477
649	0.004803146853
650	0.004800960382
651	0.004796893921
652	0.004794859929
653	0.00479266342
654	0.00479019259
655	0.004785858305
656	0.004782824142
657	0.004779118521
658	0.004773799367
659	0.004770150853
660	0.004767142179
661	0.004764084865
662	0.004762023322
663	0.004758578232
664	0.004755510172
665	0.004751220043
666	0.004747828178
667	0.004746386459
668	0.004742359546
669	0.004740468474
670	0.004736794337
671	0.004733489717
672	0.004728176181
673	0.004724134324
674	0.004722814591
675	0.004717303072
676	0.004710481995
677	0.004706356736
678	0.004702870547
679	0.004697378061
680	0.004695267494
681	0.004692098147
682	0.004688947457
683	0.004685725852
684	0.004682989678
685	0.004680963834
686	0.004676299485
687	0.004670532099
688	0.004667345297
689	0.004664738997
690	0.004662201735
691	0.004659308993
692	0.004656215985
693	0.00465387895
694	0.004652211113
695	0.004649241921
696	0.00464593911
697	0.004640604266
698	0.004636482577
699	0.004633771652
700	0.004629112861
701	0.004627246242
702	0.004625497269
703	0.004622875152
704	0.004618030541
705	0.004615897645
706	0.004612843605
707	0.004610071185
708	0.004606992445
709	0.004604484292
710	0.004600136625
711	0.004595997395
712	0.004593875037
713	0.00458926684
714	0.004586051937
715	0.004582545716
716	0.004579051557
717	0.004576431206
718	0.004573640874
719	0.004571098237
720	0.00456640948
721	0.004563156938
722	0.004561808637
723	0.004559882651
724	0.004554683894
725	0.004552783713
726	0.004551150277
727	0.004548486375
728	0.004546153685
729	0.004542107384
730	0.00453745206
731	0.004533914776
732	0.004531629833
733	0.004529165971
734	0.004524599168
735	0.004521530911
736	0.004519218136
737	0.004516624545
738	0.004514662024
739	0.004511887832
740	0.004509162806
741	0.004505463387
742	0.004501627188
743	0.00449846272
744	0.004494976829
745	0.004491488762
746	0.004488564998
747	0.004484460303
748	0.004483580503
749	0.004481961163
750	0.004477390286
751	0.004474898875
752	0.004474277648
753	0.004470134954
754	0.004467697102
755	0.004465583415
756	0.004463759905
757	0.004460335284
758	0.004456640122
759	0.004453961656
760	0.004450821619
761	0.004446843118
762	0.004443069017
763	0.004439618141
764	0.004437075336
765	0.004433281366
766	0.004431797196
767	0.004428849706
768	0.004427286671
769	0.004425384578
770	0.004423176002
771	0.0044199285
772	0.004416640358
773	0.004413474017
774	0.004410708219
775	0.004408261473
776	0.004405565804
777	0.004402567832
778	0.004400964069
779	0.004399707049
780	0.004397044011
781	0.004393770027
782	0.00439154034
783	0.004390000105
784	0.00438628649
785	0.004382907375
786	0.004379396802
787	0.004377337692
788	0.0043729988
789	0.004371415371
790	0.004369763665
791	0.004368452467
792	0.004366501223
793	0.004364276409
794	0.00436160795
795	0.004359785431
796	0.004357273053
797	0.004355055623
798	0.004353184974
799	0.004350405539
800	0.004348201863
801	0.004344973955
802	0.004343118813
803	0.004338930963
804	0.004338012006
805	0.004333377002
806	0.004331108516
807	0.004328527649
808	0.004325874928
809	0.004323469866
810	0.004320459177
811	0.004319276131
812	0.004317824352
813	0.004314926766
814	0.004312180523
815	0.004310747821
816	0.004309278835
817	0.004306257482
818	0.004304383764
819	0.004302109014
820	0.004299414392
821	0.004296844956
822	0.004294007815
823	0.004292185927
824	0.004290201355
825	0.004289144407
826	0.004286951499
827	0.004283688515
828	0.004280809698
829	0.004279136124
830	0.004277166683
831	0.00427543797
832	0.004273481376
833	0.004270107242
834	0.004267125005
835	0.004265261006
836	0.004261781498
837	0.004259842121
838	0.004256264244
839	0.00425543914
840	0.004253915458
841	0.004252093692
842	0.004250045654
843	0.004247202415
844	0.004244510856
845	0.004242031693
846	0.004239456053
847	0.004237175164
848	0.004234777509
849	0.004233857638
850	0.004230660569
851	0.00422818153
852	0.00422464479
853	0.004221329477
854	0.004219225037
855	0.004215568314
856	0.004213795655
857	0.004210369788
858	0.00420751706
859	0.004205667201
860	0.004202823504
861	0.004199613738
862	0.004197614792
863	0.00419591258
864	0.004193238587
865	0.004191322135
866	0.004189177078
867	0.004185519429
868	0.004183966503
869	0.004182424469
870	0.004179989383
871	0.004176728268
872	0.00417559698
873	0.00417298586
874	0.004171473331
875	0.004168984399
876	0.004164999409
877	0.004163152478
878	0.004159911757
879	0.004156371115
880	0.004153295783
881	0.00415197309
882	0.004150407098
883	0.004148323633
884	0.004147055184
885	0.004144673794
886	0.004141039429
887	0.004139220615
888	0.004136714571
889	0.004134747679
890	0.004133270743
891	0.00413091117
892	0.004128781547
893	0.004127462869
894	0.00412564706
895	0.004123745164
896	0.004120534964
897	0.004118261969
898	0.004115973111
899	0.004112648718
900	0.004111310401
901	0.004109383635
902	0.00410646891
903	0.004104091404
904	0.00410196674
905	0.00410001236
906	0.004098720962
907	0.004097275326
908	0.00409480809
909	0.004092342059
910	0.004088962512
911	0.004086536246
912	0.004084222348
913	0.004081671585
914	0.004080688943
915	0.004078629352
916	0.004077160012
917	0.00407438547
918	0.004073298954
919	0.004072440336
920	0.00406996324
921	0.00406776542
922	0.004065843563
923	0.004063798686
924	0.004061758017
925	0.004060716883
926	0.004058326923
927	0.004054127512
928	0.004053010651
929	0.004050586357
930	0.00404894648
931	0.004047428712
932	0.004044844641
933	0.004043563888
934	0.004040780212
935	0.004039552578
936	0.004037168117
937	0.004035340577
938	0.004032628891
939	0.004029657019
940	0.004027392135
941	0.004024813923
942	0.00402193462
943	0.004021017533
944	0.004019196704
945	0.004018030252
946	0.004015026065
947	0.004012624734
948	0.004010439297
949	0.004008387255
950	0.004006892794
951	0.004005560478
952	0.004003291736
953	0.004001453401
954	0.003999868746
955	0.00399771205
956	0.003996537843
957	0.003995458117
958	0.00399270297
959	0.003990796501
960	0.003989038916
961	0.003986911919
962	0.003984506743
963	0.003981441014
964	0.003978594012
965	0.003976374289
966	0.003970949335
967	0.00396893761
968	0.003967137932
969	0.003964165074
970	0.003961275935
971	0.003959434611
972	0.00395688973
973	0.003954687435
974	0.003953366658
975	0.003951586337
976	0.003949336305
977	0.003947977255
978	0.003946384861
979	0.003943785487
980	0.00394039231
981	0.003938180512
982	0.003936035474
983	0.003932764797
984	0.003931805159
985	0.003930176879
986	0.003928103697
987	0.003926693639
988	0.003924550184
989	0.003922340814
990	0.00391949345
991	0.003918012081
992	0.003915782639
993	0.003913108573
994	0.0039114098
995	0.003908638806
996	0.003905880078
997	0.003903228839
998	0.003901998794
999	0.003900021101
