iter	RMSE
0	0.03595424257
1	0.03493008693
2	0.03393097683
3	0.03301538518
4	0.03209538415
5	0.03124757223
6	0.03047173867
7	0.02970203039
8	0.02893154244
9	0.02821402359
10	0.02752351836
11	0.02684500482
12	0.02620229932
13	0.02561035773
14	0.02503208796
15	0.02448212434
16	0.02398880363
17	0.02347795673
18	0.02299823595
19	0.02251592791
20	0.0220643161
21	0.02162308378
22	0.0212147632
23	0.02081975221
24	0.02042750083
25	0.02005017361
26	0.0196972536
27	0.01935064612
28	0.01901303348
29	0.01870512434
30	0.01839390613
31	0.01810963399
32	0.01781855751
33	0.01754695735
34	0.01729849373
35	0.01705190651
36	0.01681497059
37	0.016587651
38	0.01635734977
39	0.01613946787
40	0.01592485123
41	0.01572326043
42	0.01552307241
43	0.0153480482
44	0.01516943515
45	0.01500466844
46	0.01481999682
47	0.01465656906
48	0.01450468001
49	0.01435298993
50	0.01419759342
51	0.01405810509
52	0.01393794738
53	0.01380980332
54	0.01365944308
55	0.01353218959
56	0.0134172936
57	0.01328795787
58	0.01318842033
59	0.01308690151
60	0.01297128838
61	0.01287371163
62	0.01276483336
63	0.01267359183
64	0.0125685873
65	0.01247653222
66	0.01238967319
67	0.01231247715
68	0.01223920603
69	0.01216179541
70	0.01208246463
71	0.0120080026
72	0.01193209839
73	0.0118578159
74	0.01178606322
75	0.01171281433
76	0.01165152934
77	0.01160233844
78	0.01154465087
79	0.0114927176
80	0.01143383019
81	0.01137546058
82	0.01128910499
83	0.01123821671
84	0.01119024953
85	0.01112562239
86	0.0110796577
87	0.01101928083
88	0.01097579017
89	0.01092076298
90	0.01087533056
91	0.01082295974
92	0.01077209982
93	0.01072561514
94	0.01068661724
95	0.01064430417
96	0.01057676126
97	0.01054151
98	0.01050217889
99	0.01046597354
100	0.0104133643
101	0.01037491464
102	0.01034322972
103	0.01027677685
104	0.01022744798
105	0.01019375464
106	0.01015503474
107	0.01010803785
108	0.01007401258
109	0.01003765232
110	0.009984092541
111	0.009937429636
112	0.009898809097
113	0.009873970887
114	0.009846602381
115	0.00981881048
116	0.009789727976
117	0.009756078644
118	0.009726088138
119	0.009692387312
120	0.00966696839
121	0.0096406248
122	0.009614157755
123	0.0095928544
124	0.009547939982
125	0.00952815302
126	0.00949089445
127	0.009465300829
128	0.009438620748
129	0.009415644938
130	0.009384203902
131	0.009364192521
132	0.009332762006
133	0.00930524417
134	0.009280544574
135	0.009233665634
136	0.009204082562
137	0.009181871579
138	0.009160511845
139	0.009120547729
140	0.009100029792
141	0.009062401431
142	0.009032783405
143	0.009012063424
144	0.00897611868
145	0.008957736293
146	0.008933839702
147	0.008913538825
148	0.00888705879
149	0.008851780402
150	0.008838863901
151	0.008819878118
152	0.00879580571
153	0.008770951254
154	0.008753212907
155	0.008736361724
156	0.008706039095
157	0.008677714837
158	0.008656437768
159	0.008633160528
160	0.008610907553
161	0.008582108278
162	0.008559019674
163	0.008534223465
164	0.00851535244
165	0.008494275485
166	0.008478152588
167	0.008457147201
168	0.008440158958
169	0.008422151106
170	0.00840329567
171	0.008381382131
172	0.008361382902
173	0.008344439202
174	0.008328486089
175	0.008309978323
176	0.008295292552
177	0.008269022264
178	0.00825329457
179	0.008234661128
180	0.008219178613
181	0.008204089959
182	0.008179992251
183	0.008156370597
184	0.008139846196
185	0.008121071841
186	0.008107010427
187	0.008082583284
188	0.008067087549
189	0.00804731964
190	0.008024982448
191	0.008010043968
192	0.007996178548
193	0.007981819303
194	0.007968836563
195	0.007950957577
196	0.007932866108
197	0.00791662435
198	0.007898395595
199	0.007885413424
200	0.007866174858
201	0.007854846961
202	0.00784056973
203	0.007828339907
204	0.007816962479
205	0.007806609654
206	0.007797633557
207	0.007782307683
208	0.007769659903
209	0.007754305155
210	0.007742491083
211	0.007730029487
212	0.007709904428
213	0.00769905907
214	0.007687796884
215	0.007674448948
216	0.007654285852
217	0.007640334914
218	0.007626848943
219	0.007610946102
220	0.007599632856
221	0.007589105902
222	0.007574865982
223	0.00756238855
224	0.007554276406
225	0.007541797508
226	0.007526949344
227	0.00751319704
228	0.007496778494
229	0.007484653104
230	0.007470826144
231	0.007455778122
232	0.007443935628
233	0.007432507381
234	0.007420028157
235	0.007408835858
236	0.00739674423
237	0.007386493893
238	0.007378594094
239	0.007368277573
240	0.007355643792
241	0.007345741403
242	0.007335443001
243	0.007320852652
244	0.007308369301
245	0.007298048206
246	0.007290475274
247	0.007272631315
248	0.007259335302
249	0.007250167985
250	0.00724100747
251	0.007230291974
252	0.007220694363
253	0.007208034435
254	0.00719812708
255	0.007187944453
256	0.007181286084
257	0.007171866978
258	0.007163095087
259	0.007147820676
260	0.007136234602
261	0.007126592728
262	0.007117266252
263	0.007109660057
264	0.007096950007
265	0.007085645445
266	0.007072905558
267	0.00706431882
268	0.007053834498
269	0.007045391658
270	0.007034472924
271	0.007019840519
272	0.007011536356
273	0.006999041661
274	0.006991813066
275	0.006982507379
276	0.006971076059
277	0.006962892972
278	0.006952674959
279	0.006940555822
280	0.00693040738
281	0.006919219412
282	0.00690885516
283	0.006899603223
284	0.006891034927
285	0.006882405341
286	0.006873553905
287	0.006866776944
288	0.006856218444
289	0.006844618664
290	0.006836032195
291	0.006825369366
292	0.006812788314
293	0.006805376336
294	0.006799320808
295	0.006791815
296	0.00678302633
297	0.006775457503
298	0.006769582553
299	0.006759233281
300	0.006746029438
301	0.006738357628
302	0.006729227704
303	0.006723919102
304	0.006711956722
305	0.006702464786
306	0.006693765706
307	0.006681445255
308	0.006673850136
309	0.006665880086
310	0.006658520963
311	0.006650931127
312	0.006642639999
313	0.006634427402
314	0.006624133192
315	0.006616504627
316	0.006607415049
317	0.006600890439
318	0.006593730822
319	0.006580976005
320	0.006572199895
321	0.006564639073
322	0.006557349513
323	0.006551471266
324	0.00654444318
325	0.006536264962
326	0.006529649247
327	0.006522410298
